1,Daughter,Pearl Jam,1,1993
518,Wired All Night,Mick Jagger,4,1993
519,Hurt,Nine Inch Nails,3,1995
520,She Goes Down,Billy Squier,3,1991
521,"Tease Me, Please Me",Scorpions,3,1990
522,Stay (Wasting Time),Dave Matthews Band,6,1998
523,Forty Six & 2,Tool,9,1997
524,Ready To Go,Republica,6,1996
525,Eye,The Smashing Pumpkins,5,1997
526,Runaway,Damn Yankees,5,1991
527,Freaks,Live,5,1997
528,Tears In Heaven,Eric Clapton,3,1992
529,Good Lovin's Hard To Find,Lynyrd Skynyrd,4,1993
530,More Human Than Human,White Zombie,4,1995
531,Jump Jive An' Wail,The Brian Setzer Orchestra,8,1998
532,57 Channels (And Nothin' On),Bruce Springsteen,3,1992
533,Don't Tell Me (What Love Can Do),Van Halen,3,1995
534,Help Me Up,Eric Clapton,5,1992
535,Here In Your Bedroom,Goldfinger,4,1996
536,Sell Out,Reel Big Fish,4,1997
537,Outshined,Soundgarden,5,1992
538,Layla Live,Eric Clapton,5,1992
539,Loser,Beck,5,1994
540,If You Don't Start Drinkin' (I'm Gonna Leave),George Thorogood & The Destroyers,4,1991
541,Make Love Like A Man,Def Leppard,4,1992
542,Shuffle It All,Izzy Stradlin And The Ju Ju Hounds,6,1992
543,Calling To You,Robert Plant,4,1993
544,Flood,Jars Of Clay,5,1996
545,The Soul Cages,Sting,3,1991
546,Home Sweet Home,Motley Crue,5,1992
547,She's My Baby,Traveling Wilburys,2,1990
548,She Takes My Breath Away,Eddie Money,5,1991
549,My Song,Jerry Cantrell,5,1998
550,Without You,Motley Crue,7,1990
551,Day In The Sun,Peter Frampton,4,1994
552,Are You Ready,AC/DC,4,1991
553,My Wave,Soundgarden,7,1994
554,A Conspiracy,The Black Crowes,4,1994
555,Ana's Song (Open Fire),Silverchair,6,1999
556,Push Comes To Shove,Jackyl,3,1994
557,Queer,Garbage,6,1995
558,I Got A Girl,Tripping Daisy,4,1995
559,High Road Easy,Sass Jordan,3,1994
560,No Shelter,Rage Against The Machine,4,1998
561,Elderly Woman Behind The Counter In A Small Town Live,Pearl Jam,5,1998
562,The Real Love,Bob Seger & The Silver Bullet Band,2,1991
563,Midlife Crisis,Faith No More,6,1992
564,Without A Trace,Soul Asylum,5,1993
565,Sour Times (Nobody Loves Me),Portishead,7,1995
566,Summer Song,Joe Satriani,5,1992
567,Leave It Alone,Living Colour,4,1993
568,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,5,1993
569,Yer So Bad,Tom Petty,5,1990
570,The Unforgiven,Metallica,4,1991
571,Don't Tread On Me,Damn Yankees,3,1992
572,Gallows Pole Live,Jimmy Page Robert Plant,3,1994
573,Not An Addict,K's Choice,9,1997
574,D' You Know What I Mean?,Oasis,6,1997
575,Forever,Kiss,3,1990
576,Nobody's Hero,Rush,4,1994
577,Living In A Dream,Arc Angels,6,1992
578,She's Got Issues,The Offspring,9,1999
579,Star 69,R.E.M.,4,1995
580,Life Is A Highway,Tom Cochrane,6,1992
581,Cats In The Cradle,Ugly Kid Joe,3,1993
582,Lazy Eye,Goo Goo Dolls,8,1997
583,Living Dead Girl,Rob Zombie,4,1999
584,No One To Run With,The Allman Brothers Band,5,1994
585,Start The Car,Jude Cole,7,1992
586,Hard As A Rock,AC/DC,4,1995
587,A Lil' Ain't Enough,David Lee Roth,2,1991
588,Over Your Shoulder,Seven Mary Three,7,1998
589,Runaway Train,Elton John With Eric Clapton,4,1992
590,Hard Act To Follow,Brother Cane,6,1994
591,Keep Away,Godsmack,11,1999
592,Wherever I May Roam,Metallica,7,1992
593,Girlfriend,Matthew Sweet,5,1992
594,Mudshovel,Staind,11,1999
595,The Hunter Live,Paul Rodgers,7,1993
596,The Perfect Drug,Nine Inch Nails,6,1997
597,Come Original,311,5,1999
598,Call It What You Want,Tesla,4,1991
599,Cherub Rock,The Smashing Pumpkins,7,1993
600,Run-Around,Blues Traveler,10,1995
601,Changes Live,Ozzy Osbourne,4,1993
602,Bulls On Parade,Rage Against The Machine,6,1996
603,Got Me Wrong,Alice In Chains,10,1995
604,Popular,Nada Surf,6,1996
605,Losing A Whole Year,Third Eye Blind,5,1998
606,Disappear,INXS,5,1990
607,All The Kids Are Right,Local H,6,1998
608,Stars,Hum,7,1995
609,Mister Please,Damn Yankees,5,1993
610,King Of Dreams,Deep Purple,4,1990
611,Teen Angst (What The World Needs Now),Cracker,6,1992
612,Breaking The Girl,Red Hot Chili Peppers,7,1992
613,Sober,Tool,6,1993
614,Pincushion,ZZ Top,4,1994
615,Today,The Smashing Pumpkins,12,1994
616,Crash Into Me,Dave Matthews Band,9,1997
617,Headlong,Queen,4,1991
618,That Don't Satisfy Me,Brother Cane,5,1993
619,Redundant,Green Day,9,1998
620,Shock To The System,Billy Idol,4,1993
621,Do Right,Jimmie's Chicken Shack,7,1999
622,Yesterdays,Guns N' Roses,5,1992
623,Nearly Lost You,Screaming Trees,7,1992
624,A Face In The Crowd,Tom Petty,5,1990
625,Baby Come On Home,Led Zeppelin,5,1993
626,Lovefool,The Cardigans,9,1997
627,It's No Good,Depeche Mode,7,1997
628,Welcome To The Fold,Filter,8,1999
629,Down On Me,Jackyl,5,1993
630,Everything Falls Apart,Dog's Eye View,4,1996
631,Come Down,Toad The Wet Sprocket,10,1997
632,Bittersweet Me,R.E.M.,5,1996
633,Only Happy When It Rains,Garbage,7,1996
634,Warped,Red Hot Chili Peppers,5,1995
635,Slice Of Your Pie,Motley Crue,4,1990
636,Somebody To Shove,Soul Asylum,7,1992
637,Where The River Flows,Collective Soul,6,1996
638,Spiderwebs,No Doubt,6,1996
639,You Learn,Alanis Morissette,8,1996
640,Body Movin',Beastie Boys,9,1998
641,Hello Hello,Talk Show,6,1997
642,Don't Go Away Mad (Just Go Away),Motley Crue,4,1990
643,Tell Me When Did Things Go So Wrong,The Smithereens,4,1991
644,Walking After You,Foo Fighters,11,1998
645,Last Night On Earth,U2,4,1997
646,Jimmy Olsen's Blues,Spin Doctors,6,1992
647,How Much Is Enough,The Fixx,3,1991
648,Hocus Pocus,Gary Hoey,4,1993
649,"Hey Man, Nice Shot",Filter,5,1995
650,Wild Hearted Son,The Cult,3,1991
651,Something's Always Wrong,Toad The Wet Sprocket,8,1994
652,Wide River,The Steve Miller Band,5,1993
653,Real World,Matchbox 20,10,1998
654,At The Stars,Better Than Ezra,8,1999
655,Travelling Riverside Blues,Led Zeppelin,3,1990
656,Over Now,Alice In Chains,8,1996
657,Am I Wrong,Love Spit Love,7,1994
658,Fire Escape,Fastball,10,1998
659,Sea Of Sorrow,Alice In Chains,7,1991
660,High,The Cure,8,1992
661,Breathe,The Prodigy,11,1997
662,We're In This Together,Nine Inch Nails,7,1999
663,Hanginaround,Counting Crows,8,1999
664,Bittersweet,Big Head Todd And The Monsters,6,1993
665,"No More, No Less",Collective Soul,9,1999
666,I've Got A Lot To Learn About Love,The Storm,4,1991
667,Aneurysm,Nirvana,5,1996
668,Tones Of Home,Blind Melon,10,1994
669,Perry Mason,Ozzy Osbourne,6,1995
670,(Can't You) Trip Like I Do,Filter And The Crystal Method,10,1997
671,Get Off This,Cracker,9,1994
672,A Girl Like You,Edwyn Collins,6,1995
673,Peaches,The Presidents Of The United States Of America,8,1996
674,What Do You Want From Me,Pink Floyd,6,1994
675,Jet City Woman,Queensryche,7,1991
676,Superman's Dead,Our Lady Peace,11,1997
677,Lullaby,Shawn Mullins,11,1998
678,Sweet Jane,Cowboy Junkies,7,1994
679,Tahitian Moon,Porno For Pyros,10,1996
680,Change,Candlebox,9,1993
681,Sail Away,Great White,8,1994
682,Head,Tin Star,8,1999
683,Zoot Suit Riot,Cherry Poppin' Daddies,10,1998
684,Fade Into You,Mazzy Star,6,1994
685,Jealous,Gene Loves Jezebel,7,1990
686,High Hopes,Sammy Hagar,6,1994
687,Love & Happiness,John Mellencamp,6,1991
688,Another Brick In The Wall (Part 2),Class Of '99,7,1999
689,Natural One,Folk Implosion,7,1995
690,Better Than You,Metallica,6,1998
691,I'm Tore Down,Eric Clapton,6,1994
692,Elderly Woman Behind The Counter In A Small Town,Pearl Jam,12,1994
693,The Rascal King,The Mighty Mighty Bosstones,12,1997
694,Cold Day In Hell,Gary Moore,6,1992
695,Creep,Radiohead,9,1993
696,Obvious Song,Joe Jackson,4,1991
697,We Hate It When Our Friends Become Successful,Morrissey,7,1992
698,Coming Down (Drug Tongue),The Cult,5,1994
699,You Wreck Me,Tom Petty,8,1995
700,The Day I Tried To Live,Soundgarden,8,1995
701,Epic,Faith No More,5,1990
702,Black Balloon,Goo Goo Dolls,8,1999
703,Zooropa,U2,7,1993
704,Days Of Light,Roger Daltrey,8,1992
705,Love Rears Its Ugly Head,Living Colour,6,1991
706,Lucky Man,The Verve,11,1998
707,Crush,Dave Matthews Band,12,1999
708,New,No Doubt,8,1999
709,Tonight,Def Leppard,7,1993
710,Man In The Box,Alice In Chains,7,1991
711,"The More You Ignore Me, The Closer I Get",Morrissey,9,1994
712,Hooch,Everything,9,1998
713,She's A River,Simple Minds,9,1995
714,Waiting For Tonight,Tom Petty And The Heartbreakers,9,1996
715,Zip-Lock,Lit,6,1999
716,The Great Beyond,R.E.M.,7,1999
717,Banditos,The Refreshments,6,1996
718,Inside Out,Traveling Wilburys,4,1991
719,You Let Your Heart Go Too Fast,Spin Doctors,7,1994
720,Fever,Aerosmith,6,1993
721,Save Tonight,Eagle-Eye Cherry,13,1998
722,Come Again,Damn Yankees,7,1990
723,99 Worlds,Peter Wolf,5,1990
724,Hello,Poe,9,1997
725,Hair Of The Dog,Guns N' Roses,7,1993
726,Einstein On The Beach (For An Eggman),Counting Crows,8,1994
727,Cherry Pie,Warrant,5,1990
728,Broken Hearted Savior,Big Head Todd And The Monsters,6,1993
729,Brimful Of Asha,Cornershop,12,1998
730,Beautiful,Joydrop,11,1999
731,Strange Currencies,R.E.M.,6,1995
732,Transistor,311,7,1997
733,Heaven In The Back Seat,Eddie Money,4,1991
734,Cold Contagious,Bush,10,1997
735,The Way It Is,Tesla,5,1990
736,Tumble In The Rough,Stone Temple Pilots,9,1997
737,What I Didn't Know,Athenaeum,10,1998
738,Pretty Penny,Stone Temple Pilots,8,1995
739,Sometimes Salvation,The Black Crowes,6,1993
740,Driven By You,Brian May,7,1993
741,Ain't It Fun,Guns N' Roses,5,1993
742,Anybody Listening?,Queensryche,8,1992
743,Hell,Squirrel Nut Zippers,8,1997
744,Under The Same Sun,Scorpions,8,1994
745,Daysleeper,R.E.M.,12,1998
746,Jack-Ass,Beck,10,1997
747,Miles Away,Winger,5,1990
748,High,Feeder,9,1998
749,Not Sleeping Around,Ned's Atomic Dustbin,8,1993
750,Bohemian Rhapsody,Queen,7,1992
751,Simple Lessons,Candlebox,8,1995
752,"Part Of Me, Part Of You",Glenn Frey,5,1991
753,Shame,Stabbing Westward,10,1996
754,Better Days,Bruce Springsteen,3,1992
755,Tripping Billies,Dave Matthews Band,12,1997
756,Please Come Home For Christmas,Jon Bon Jovi,4,1992
757,Dream All Day,The Posies,9,1993
758,Ain't It Heavy,Melissa Etheridge,7,1992
759,I Love You Period,Dan Baird,8,1992
760,Feel The Pain,Dinosaur Jr.,6,1994
761,Your Little Secret,Melissa Etheridge,8,1995
762,High Hopes,Pink Floyd,9,1994
763,Love Is On The Way,Saigon Kick,12,1992
764,"Hail, Hail",Pearl Jam,7,1996
765,These Are Days,"10,000 Maniacs",8,1992
766,Divine Thing,The Soup Dragons,7,1992
767,What The Hell Have I,Alice In Chains,9,1993
768,The New Pollution,Beck,11,1997
769,Ruby Soho,Rancid,10,1996
770,Far Gone And Out,The Jesus And Mary Chain,9,1992
771,Du Hast,Rammstein,14,1998
772,Always On The Run,Lenny Kravitz,6,1991
773,Angry Chair,Alice In Chains,8,1993
774,Walking In My Shoes,Depeche Mode,10,1993
775,Pull Me Under,Dream Theater,8,1993
776,Lake Of Fire,Nirvana,8,1995
777,Waydown,Catherine Wheel,8,1995
778,Wonderful,Adam Ant,6,1995
779,Purple Haze,The Cure,10,1994
780,Sister Of Pain,Vince Neil,8,1993
781,Up All Night,Slaughter,7,1990
782,Now More Than Ever,John Mellencamp,6,1992
783,Turn It Up Or Turn It Off,drivin-n-cryin,8,1993
784,Jane Says Live,Jane's Addiction,13,1998
785,The Devil You Know,Jesus Jones,9,1993
786,You Got Me Rocking,The Rolling Stones,7,1994
787,Falling In Love (Is Hard On The Knees),Aerosmith,13,1997
788,Somebody Knockin',Izzy Stradlin And The Ju Ju Hounds,7,1993
789,Call It Rock N' Roll,Great White,7,1991
790,Come To My Window,Melissa Etheridge,10,1994
791,In Hiding,Pearl Jam,19,1998
792,See You On The Other Side,Ozzy Osbourne,12,1996
793,Black On Black II,Heart,7,1993
794,Love Is Alive,Joe Cocker,8,1992
795,What's Good,Lou Reed,10,1992
796,Beautiful Girl,INXS,7,1993
797,Take Me For A Little While,Coverdale/Page,8,1993
798,Smooth,Santana Featuring Rob Thomas,10,1999
799,Give It Away,Red Hot Chili Peppers,6,1991
800,Stranger Stranger,Bad Company,6,1991
801,Prisoner,311,8,1997
802,Meet Virginia,Train,11,1999
803,Sensible Shoes,David Lee Roth,5,1991
804,Universal Heart-Beat,Juliana Hatfield,8,1995
805,Manic Depression,Seal And Jeff Beck,11,1994
806,Hero,The Verve Pipe,12,1999
807,Crazy,Aerosmith,8,1994
808,Then The Morning Comes,Smash Mouth,9,1999
809,Everything About You,Ugly Kid Joe,9,1992
810,Where Have All The Cowboys Gone?,Paula Cole,11,1997
811,Back On Earth,Ozzy Osbourne,12,1997
812,Time Bomb,Rancid,10,1995
813,All I Want,The Offspring,8,1997
814,Hook,Blues Traveler,8,1995
815,The Twelve Pains Of Christmas,Bob Rivers,5,1992
816,Block Rockin' Beats,The Chemical Brothers,12,1997
817,Lowdown And Dirty,Foreigner,6,1991
818,Barrel Of A Gun,Depeche Mode,9,1997
819,Super Bon Bon,Soul Coughing,9,1997
820,For The Movies,Buckcherry,11,1999
821,One Of Us,Joan Osborne,10,1995
822,Without You,Van Halen,16,1998
823,I'm Afraid Of Americans,David Bowie,12,1997
824,Still Got The Blues,Gary Moore,5,1990
825,Pure Massacre,Silverchair,11,1995
826,Soul Doctor,Foreigner,8,1992
827,Water's Edge,Seven Mary Three,11,1996
828,Carolina Blues,Blues Traveler,12,1997
829,Box Of Miracles,Barefoot Servants,10,1994
830,Waiting For The Sun,The Jayhawks,7,1993
831,Mockingbird Girl,The Magnificent Bastards,10,1995
832,Seether,Veruca Salt,13,1994
833,Shape I'm In,Arc Angels,9,1993
834,Courage (For Hugh MacLennan),The Tragically Hip,9,1993
835,So You Think You're In Love,Robyn Hitchcock & The Egyptians,7,1991
836,Stutter,Elastica,9,1995
837,Too Much,Dave Matthews Band,9,1996
838,Now You're Gone,Whitesnake,4,1990
839,Stitches,Orgy,13,1999
840,Christmas All Over Again,Tom Petty And The Heartbreakers,6,1992
841,High And Dry,Radiohead,10,1996
842,A Perfect Day Elise,PJ Harvey,16,1998
843,I Don't Like The Drugs (But The Drugs Like Me),Marilyn Manson,12,1999
844,Mach 5,The Presidents Of The United States Of America,10,1996
845,Pink,Aerosmith,15,1997
846,Mungo City,Spacehog,12,1998
847,Twist Of The Knife,The Fabulous Thunderbirds,6,1991
848,Dizz Knee Land,dada,8,1992
849,Humans Being,Van Halen,10,1996
850,Army,Ben Folds Five,12,1999
851,Would?,Alice In Chains,12,1996
852,Naked Eye,Luscious Jackson,11,1997
853,Every Time I Roll The Dice,Delbert McClinton,8,1992
854,Erase Rewind,The Cardigans,12,1999
855,Not For You,Pearl Jam,8,1995
856,So Much To Say,Dave Matthews Band,10,1996
857,Low Rider,Gary Hoey,9,1994
858,Been Caught Stealing,Jane's Addiction,11,1990
859,Mansion On The Hill,Neil Young,7,1990
860,Metropolis,The Church,5,1990
861,Fake Plastic Trees,Radiohead,7,1995
862,House Of Broken Love,Great White,7,1990
863,I Choose,The Offspring,13,1997
864,Here & Now,Letters To Cleo,9,1995
865,Wrong Number,The Cure,12,1997
866,War Of Man,Neil Young,9,1992
867,Smack My Bitch Up,The Prodigy,18,1998
868,Awful,Hole,13,1999
869,Blue On Black,Kenny Wayne Shepherd,20,1998
870,The Ballad Of Peter Pumpkinhead,XTC,11,1992
871,Sit Down You're Rocking The Boat,Don Henley,9,1993
872,Fast As You Can,Fiona Apple,12,1999
873,Tropicalia,Beck,13,1998
874,Thing Of Beauty,Hothouse Flowers,10,1993
875,Tomorrow,Morrissey,9,1992
876,I'm The Only One,Melissa Etheridge,8,1993
877,Excuse Me Mr.,No Doubt,13,1997
878,Let Forever Be,The Chemical Brothers,13,1999
879,Long Way Down,Goo Goo Dolls,13,1996
880,Mrs. Robinson,The Lemonheads,11,1993
881,Sympathy For The Devil,Guns N' Roses,5,1994
882,Heartspark Dollarsign,Everclear,12,1996
883,Wild Child,Heart,7,1990
884,Wild Night,John Mellencamp/Me'shell Ndegeocello,14,1994
885,Break It Down Again,Tears For Fears,12,1993
886,Take A Chance,Bob Seger & The Silver Bullet Band,9,1991
887,Alien Nation,Scorpions,10,1993
888,Just Go,Staind,12,1999
889,The Show Must Go On,Queen Featuring Elton John,10,1992
890,Mother,Danzig,15,1994
891,She Got Me (When She Got Her Dress On),Masters Of Reality,9,1993
892,Young Lust Live,Bryan Adams,7,1990
893,Wynona's Big Brown Beaver,Primus,10,1995
894,Tick Tock,Vaughan Brothers,7,1990
895,Test For Echo,Rush,13,1996
896,Hole In My Soul,Aerosmith,17,1997
897,Losin' Your Mind,Pride & Glory,11,1994
898,Down,Stone Temple Pilots,9,1999
899,Whiskey In The Jar,Metallica,12,1999
900,Saturday Night's Alright For Fighting,The Who,3,1991
901,Full Circle,The Jeff Healey Band,8,1990
902,Perfectly Good Guitar,John Hiatt,10,1993
903,Cover Me,Candlebox,11,1994
904,Free To Decide,The Cranberries,9,1996
905,Something To Talk About,Bonnie Raitt,6,1991
906,Walk Through Fire,Bad Company,5,1991
907,Sent By Angels,Arc Angels,9,1992
908,Smash It Up,The Offspring,9,1995
909,Mama's Fool,Tesla,9,1994
910,She's Mad,David Byrne,12,1992
911,Every Generation Has Its Own Disease,Fury In The Slaughterhouse,9,1994
912,Crazy Mary,Pearl Jam,9,1993
913,Keeping The Faith,Lynyrd Skynyrd 1991,7,1991
914,Knockin' On Heaven's Door,Guns N' Roses,6,1990
915,Baker Street,Foo Fighters,13,1998
916,Me Wise Magic,Van Halen,14,1996
917,My Sister,The Juliana Hatfield Three,11,1993
918,You Better Wait,Steve Perry,10,1994
919,"Yeah, Whatever",Splender,15,1999
920,Supersonic,Oasis,13,1994
921,Good Intentions,Toad The Wet Sprocket,8,1995
922,21st Century (Digital Boy),Bad Religion,9,1994
923,Cars,Fear Factory,14,1999
924,"Stay (Faraway, So Close!)",U2,12,1993
925,Ordinary World,Duran Duran,11,1993
926,Just A Girl,No Doubt,12,1996
927,Cryin',Joe Satriani,12,1993
928,Wax Ecstatic (To Sell Angelina),Sponge,10,1996
929,Don't Look Back In Anger,Oasis,9,1996
930,Stop The World,Extreme,10,1993
931,Tattva,Kula Shaker,10,1996
932,Satellite,Dave Matthews Band,11,1996
933,Rain King,Counting Crows,16,1994
934,I Believe,Robert Plant,8,1993
935,It's A Shame About Ray,Lemonheads,10,1992
936,The Rockafeller Skank,Fatboy Slim,11,1999
937,Little White Lie,Sammy Hagar,14,1997
938,I Need Your Love,Boston,12,1994
939,Building A Mystery,Sarah McLachlan,15,1997
940,Bravado,Rush,10,1992
941,Sex Type Thing,Stone Temple Pilots,11,1993
942,Sometimes It Hurts,Stabbing Westward,16,1998
943,Jump They Say,David Bowie,12,1993
944,Love Rollercoaster,Red Hot Chili Peppers,11,1996
945,Mint Car,The Cure,13,1996
946,Into Your Arms,The Lemonheads,12,1993
947,Real Real Gone,Van Morrison,7,1991
948,Get Over It,Eagles,9,1994
949,Thank U,Alanis Morissette,16,1998
950,Fields Of Gold,Sting,12,1993
951,Everybody Hurts,R.E.M.,12,1993
952,Kiss That Frog,Peter Gabriel,11,1993
953,All Around The World,Oasis,15,1998
954,Shakin' The Blues,The Screamin' Cheetah Wheelies,10,1993
955,All I Want,Saigon Kick,11,1993
956,Sugar Cane,Space Monkeys,14,1997
957,Rocket,The Smashing Pumpkins,14,1994
958,Human Behaviour,Bjork,11,1993
959,Every Little Thing,Jeff Lynne,7,1990
960,The Sweetest Drop,Peter Murphy,10,1992
961,Hooligan's Holiday,Motley Crue,11,1994
962,Ripple,The Church,13,1992
963,Big Time Sensuality,Bjork,13,1994
964,Three Marlenas,The Wallflowers,11,1997
965,One Hit Wonder,Everclear,14,1999
966,Walking Contradiction,Green Day,11,1996
967,Don't Believe Her,Scorpions,7,1991
968,Cannonball,The Breeders,12,1993
969,Blood Makes Noise,Suzanne Vega,12,1992
970,When Will It Rain,Jackyl,11,1993
971,Girls & Boys,Blur,13,1994
972,Allison Road,Gin Blossoms,13,1994
973,Sheep Go To Heaven,Cake,14,1999
974,Summertime,The Sundays,13,1997
975,Someday We'll Know,New Radicals,18,1999
976,Shining Star,INXS,3,1991
977,I Hate My Generation,Cracker,10,1996
978,Rockaway,Ric Ocasek,6,1991
979,The Innocent,drivin-n-cryin,7,1991
980,One Man Army,Our Lady Peace,15,1999
981,I Feel You,Depeche Mode,11,1993
982,Rattlesnake,Live,16,1997
983,Unglued,Stone Temple Pilots,11,1995
984,Kick Him When He's Down,The Offspring,9,1995
985,Deadweight,Beck,14,1997
986,Anybody Seen My Baby,The Rolling Stones,17,1997
987,Bad Luck,Social Distortion,11,1992
988,Put Your Lights On,Santana Featuring Everlast,13,1999
989,Only When I Lose Myself,Depeche Mode,17,1998
990,What About Now,Robbie Robertson,10,1991
991,Good Texan,Vaughan Brothers,5,1991
992,Make You A Believer,Sass Jordan,10,1992
993,She's My Machine,David Lee Roth,14,1994
994,"Church Of Logic, Sin & Love",The Men,12,1992
995,Faith,Limp Bizkit,18,1999
996,Big Goodbye,Great White,11,1992
997,Little Wing,Stevie Ray Vaughan And Double Trouble,11,1992
998,I Love It Loud Live,Kiss,10,1993
999,Is There Any Love In Your Heart,Lenny Kravitz,12,1993
1000,Mr. Tinkertrain,Ozzy Osbourne,11,1992
1001,Firestarter,The Prodigy,14,1997
